species	metabolite	log2FC	SE	time
Lhel	".beta.-Gentiobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	1.770512281	0.814837322	t24
Lhel	"D-(+)-Cellobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	1.943983643	4.650277368	t24
Lmel	"Lactic_Acid,_2TMS_derivative"	0.084444829	0.421087277	t0
Lmel	"L-Alanine,_2TMS_derivative"	-0.1081039	0.536882752	t0
Lmel	1-(Trimethylsilyl)-3-[(trimethylsilyl)oxy]urea	0.077054827	0.458648281	t0
Lmel	"3-Methyl-2-butenoic_acid,_morpholide"	-0.029179965	0.900791511	t0
Lmel	"Silanol,_trimethyl-,_carbonate_(2:1)"	0.100988656	0.380950619	t0
Lmel	"Pentasiloxane,_dodecamethyl-"	-0.127137876	0.437544177	t0
Lmel	"1,4-Butanediol,_2TMS_derivative"	0.087335715	0.419563325	t0
Lmel	Creatinine	-0.111332394	1.834444744	t0
Lmel	"Ethanol,_2-(methylamino)-,_N-trifluoroacetyl,_O-(tert-butyldimethylsilyl)"	0.090191741	0.399494771	t0
Lmel	"L-Valine,_2TMS_derivative"	-0.113946793	0.428168956	t0
Lmel	"Ethylphosphonic_acid,_2TMS_derivative"	0.075132598	0.377312985	t0
Lmel	"Pentanoic_acid,_3-methyl-2-[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	-0.111193761	0.445782627	t0
Lmel	"Benzoic_Acid,_TMS_derivative"	0.10602249	0.474641147	t0
Lmel	"L-Isoleucine,_2TMS_derivative"	-0.117401309	0.419522117	t0
Lmel	"L-Proline,_2TMS_derivative"	0.083792438	0.475189476	t0
Lmel	"Glycine,_3TMS_derivative"	-0.107813229	0.612091211	t0
Lmel	"Butanedioic_acid,_2TMS_derivative"	0.136167755	2.21770994	t0
Lmel	"L-Leucine,_2TMS_derivative"	-0.113388797	0.35290588	t0
Lmel	"Glyceric_acid,_3TMS_derivative"	0.093117699	0.380242812	t0
Lmel	"Uracil,_2TMS_derivative"	-0.115067472	0.484867796	t0
Lmel	"Serine,_3TMS_derivative"	0.087548959	0.506371403	t0
Lmel	"8,10-Dioxaheptadecane"	-0.102641012	0.341645396	t0
Lmel	Unknown_7_02	0.105432505	0.882100005	t0
Lmel	"Pipecolic_acid,_2TMS_derivative"	-0.115180468	0.49267101	t0
Lmel	"L-Threonine,_3TMS_derivative"	0.088904385	0.480949028	t0
Lmel	"3-Methylpiperazine-2,5-dione,_(R)-,_2TMS_derivative"	-0.117772319	0.458557202	t0
Lmel	"Pyrimidine,_5-methyl-2,4-bis[(trimethylsilyl)oxy]-"	0.099657452	0.546946166	t0
Lmel	"Butanoic_acid,_2,4-bis[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	-0.117069595	0.463281781	t0
Lmel	".beta.-Alanine,_3TMS_derivative"	0.087658031	0.544229048	t0
Lmel	"3-Amino-2-piperidone,_2TMS_derivative"	-0.114741177	0.688317435	t0
Lmel	Unknown_9_81	0.124906163	0.654194755	t0
Lmel	"Malic_acid,_3TMS_derivative"	-0.12218311	0.558164559	t0
Lmel	"Erythritol_2,_4TMS_derivative"	0.092730262	0.366215691	t0
Lmel	"Tromethamine,_4TMS_derivative"	-0.125251421	0.423098482	t0
Lmel	"Pyroglutamic_acid,_TMS_derivative"	0.066211812	0.833404062	t0
Lmel	"L-Aspartic_acid,_3TMS_derivative"	-0.116759331	0.57843313	t0
Lmel	"L-Methionine,_2TMS_derivative"	0.096703759	0.39878731	t0
Lmel	"L-5-Oxoproline,_,_2TMS_derivative"	-0.115725789	0.544730335	t0
Lmel	"4-Pyrimidinamine,_N-(trimethylsilyl)-2-[(trimethylsilyl)oxy]-"	0.089959218	0.571880336	t0
Lmel	"4-Aminobutanoic_acid,_3TMS_derivative"	-0.109275841	0.600308528	t0
Lmel	"L-Hydroxyproline,_(E)-,_3TMS_derivative_2"	0.117662542	0.773308377	t0
Lmel	"DL-Phenylalanine,_TMS_derivative"	-0.112885326	0.671733804	t0
Lmel	"2,3,4-Trihydroxybutyric_acid_tetrakis(trimethylsilyl)_deriv.,_(,_(R*,R*)-)_2"	0.1077362	0.418891591	t0
Lmel	"Pentanedioic_acid_3,_2-[(trimethylsilyl)oxy]-,_bis(trimethylsilyl)_ester"	-0.114785822	0.47983082	t0
Lmel	"2-Aminoadipic_acid,_3TMS_derivative"	0.132365864	0.765225817	t0
Lmel	"3-Phenyllactic_acid,_2TMS_derivative"	-0.103550701	0.547760893	t0
Lmel	"2-Aminooctanoic_acid,_2TMS_derivative"	0.115645853	0.800429763	t0
Lmel	"L-Glutamic_acid,_3TMS_derivative"	-0.115805026	0.503579205	t0
Lmel	"L-Phenylalanine,_2TMS_derivative"	0.094953229	0.369935031	t0
Lmel	"2-Aminoheptanedioic_acid,_3TMS_derivative"	-0.110519231	0.799283044	t0
Lmel	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_1"	0.08593389	0.48719669	t0
Lmel	Unknown_15_17	-0.1176232	0.609811497	t0
Lmel	"Asparagine,_3TMS_derivative"	0.092610084	0.828921359	t0
Lmel	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_2"	-0.103722335	1.01145562	t0
Lmel	"Xylitol,_5TMS_derivative"	0.088340907	0.458597591	t0
Lmel	"Putrescine,_4TMS_derivative"	-0.105509121	0.589266262	t0
Lmel	"5(10H)-Pyrido[3,4-b]quinolone,_7-methoxy-"	0.0869862	0.499546221	t0
Lmel	"Phosphoric_acid,_bis(trimethylsilyl)_2,3-bis[(trimethylsilyl)oxy]propyl_ester"	-0.11934992	0.78005886	t0
Lmel	"Myo-Inositol,_6TMS_derivative_isomer_1"	0.08371816	0.458598163	t0
Lmel	"Terephthalic_acid,_2TMS_derivative"	-0.131032675	0.608622669	t0
Lmel	"D-Pinitol,_pentakis(trimethylsilyl)_ether"	0.08450363	0.424085918	t0
Lmel	"9H-Purin-6-ol,_2TMS_derivative"	-0.113505368	0.621915383	t0
Lmel	"L-Ornithine,_4TMS_derivative"	0.102280509	0.768162924	t0
Lmel	"Citric_acid,_4TMS_derivative"	-0.12076505	0.552754405	t0
Lmel	Unknown_19_62	0.08940335	0.516490854	t0
Lmel	"D-Fructose,_1,3,4,5,6-pentakis-O-(trimethylsilyl)-,_O-methyloxime_-_isomer_2"	-0.112041111	0.465487924	t0
Lmel	"Adenine,_2TMS_derivative"	0.085926114	0.399370553	t0
Lmel	"D-(-)-Fructose,_pentakis(trimethylsilyl)_ether,_methyloxime_(syn)"	-0.113597945	0.436354656	t0
Lmel	"d-Mannose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	0.114639589	0.588372522	t0
Lmel	"D-(+)-Gluconolactone,_4TMS_derivative"	-0.118942027	0.437430965	t0
Lmel	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)_13C"	0.087253289	0.381042987	t0
Lmel	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	-0.114974719	0.422167527	t0
Lmel	"4-Hydroxyphenyllactic_acid,_3TMS_derivative"	0.129036822	1.399769968	t0
Lmel	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1E)-_13C"	-0.117171771	0.422834295	t0
Lmel	"D-Allose,_pentakis(trimethylsilyl)_ether,_methyloxime_(anti)"	0.08847864	0.399608196	t0
Lmel	"Cadaverine,_4TMS_derivative"	-0.114901233	1.304251297	t0
Lmel	"L-Lysine,_4TMS_derivative"	0.084457345	0.819001837	t0
Lmel	"D-Glucitol,_6TMS_derivative"	-0.118783633	0.451078878	t0
Lmel	"L-Tyrosine,_3TMS_derivative"	0.087037525	0.456295382	t0
Lmel	"1,2,3,4,5,6-Hexa-O-trimethelsilyl-myo-inositol"	-0.119621478	0.454529478	t0
Lmel	"D-Gluconic_acid,_6TMS_derivative"	0.091441437	0.389144158	t0
Lmel	"Muco-Inositol,_6TMS_derivative"	-0.122839642	0.503450809	t0
Lmel	Unknown_22_95	0.085310702	0.471443046	t0
Lmel	"Glucose,_5TMS_derivative_13C"	-0.11463656	0.691023135	t0
Lmel	"Glucose,_5TMS_derivative"	0.08476012	0.633386523	t0
Lmel	"Palmitic_Acid,_TMS_derivative"	-0.11912504	0.349919892	t0
Lmel	"Myo-Inositol,_6TMS_derivative_isomer_2"	0.089452532	0.424780257	t0
Lmel	"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine"	-0.128428643	0.534396475	t0
Lmel	"Indole-3-lactic_acid,_3TMS_derivative"	0.028300809	1.808477128	t0
Lmel	"L-Tryptophan,_3TMS_derivative"	-0.129085412	0.558746374	t0
Lmel	"Oleic_Acid,_(Z)-,_TMS_derivative"	0.078850056	0.473348397	t0
Lmel	Sugar_phosphate_26_68	-0.119319532	1.133842953	t0
Lmel	"Stearic_acid,_TMS_derivative"	0.092168964	0.326377131	t0
Lmel	"Tranexamic_acid,_3TMS_derivative"	-0.120532891	0.695855361	t0
Lmel	"6-(2-Aminophenyl)-1,2,4-triazine-3,5(2H,4H)-dione_tetratms"	0.104030015	0.4578911	t0
Lmel	"Xanthine,_3TMS_derivative"	-0.132315412	0.671606307	t0
Lmel	"D-Glycero-D-gulo-Heptose,_2,3,4,5,6,7-hexakis-O-(trimethylsilyl)-,_O-methyloxime_2"	0.049715991	1.740322897	t0
Lmel	"Uridine,_3TMS_derivative"	-0.115013253	0.445998142	t0
Lmel	"Inosine,_4TMS_derivative"	0.092486732	0.518504094	t0
Lmel	"Sucrose,_8TMS_derivative"	-0.127042663	0.466018933	t0
Lmel	"Adenosine,_4TMS_derivative"	0.092345387	0.569300617	t0
Lmel	Unknown_30_30	-0.122908456	0.6329046	t0
Lmel	"Maltose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.009053564	3.21462104	t0
Lmel	"Lactose,_8TMS_derivative"	-0.118695231	0.410566639	t0
Lmel	"D-(+)-Turanose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_2)"	0.084570199	0.461408601	t0
Lmel	"Guanosine,_5TMS_derivative"	-0.128411553	0.636149648	t0
Lmel	"2-.alpha.-Mannobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	0.093139799	0.468841768	t0
Lmel	".beta.-Gentiobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.12566138	0.601755792	t0
Lmel	"D-(+)-Cellobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	0.202189628	5.162733627	t0
Lmel	"Lactic_Acid,_2TMS_derivative"	2.573364133	0.161249207	t8
Lmel	"L-Alanine,_2TMS_derivative"	0.843910974	0.28770914	t8
Lmel	1-(Trimethylsilyl)-3-[(trimethylsilyl)oxy]urea	0.23331654	0.163170435	t8
Lmel	"3-Methyl-2-butenoic_acid,_morpholide"	0.421445974	0.635410829	t8
Lmel	"Silanol,_trimethyl-,_carbonate_(2:1)"	1.862043887	0.189637405	t8
Lmel	"Pentasiloxane,_dodecamethyl-"	2.099356035	0.241048173	t8
Lmel	"1,4-Butanediol,_2TMS_derivative"	0.558093077	0.114544915	t8
Lmel	Creatinine	0.917810252	1.317372651	t8
Lmel	"Ethanol,_2-(methylamino)-,_N-trifluoroacetyl,_O-(tert-butyldimethylsilyl)"	0.691577485	0.083633529	t8
Lmel	"L-Valine,_2TMS_derivative"	0.704334055	0.178445788	t8
Lmel	"Ethylphosphonic_acid,_2TMS_derivative"	3.783926026	0.207370947	t8
Lmel	"Pentanoic_acid,_3-methyl-2-[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	2.938282223	0.334309975	t8
Lmel	"Benzoic_Acid,_TMS_derivative"	1.238826165	0.237151384	t8
Lmel	"L-Isoleucine,_2TMS_derivative"	0.538346503	0.161437505	t8
Lmel	"L-Proline,_2TMS_derivative"	0.863475876	0.254023921	t8
Lmel	"Glycine,_3TMS_derivative"	1.073010557	0.348988002	t8
Lmel	"Butanedioic_acid,_2TMS_derivative"	-0.007329622	1.399085055	t8
Lmel	"L-Leucine,_2TMS_derivative"	0.493014169	0.114783097	t8
Lmel	"Glyceric_acid,_3TMS_derivative"	1.267495474	0.160905436	t8
Lmel	"Uracil,_2TMS_derivative"	1.520954674	0.261611439	t8
Lmel	"Serine,_3TMS_derivative"	1.032440489	0.283772069	t8
Lmel	"8,10-Dioxaheptadecane"	0.604840716	0.156093852	t8
Lmel	Unknown_7_02	2.478240443	0.921217642	t8
Lmel	"Pipecolic_acid,_2TMS_derivative"	0.954144913	0.238359422	t8
Lmel	"L-Threonine,_3TMS_derivative"	1.263461538	0.25326189	t8
Lmel	"3-Methylpiperazine-2,5-dione,_(R)-,_2TMS_derivative"	1.49312422	0.235949003	t8
Lmel	"Pyrimidine,_5-methyl-2,4-bis[(trimethylsilyl)oxy]-"	2.697538161	0.45199172	t8
Lmel	"Butanoic_acid,_2,4-bis[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	1.338162496	0.207995356	t8
Lmel	".beta.-Alanine,_3TMS_derivative"	1.486360157	0.313259891	t8
Lmel	"3-Amino-2-piperidone,_2TMS_derivative"	2.062376697	0.398075141	t8
Lmel	Unknown_9_81	2.096437727	0.632602686	t8
Lmel	"Malic_acid,_3TMS_derivative"	1.352901143	0.275878712	t8
Lmel	"Erythritol_2,_4TMS_derivative"	1.085314643	0.164941475	t8
Lmel	"Tromethamine,_4TMS_derivative"	2.077438623	0.150465544	t8
Lmel	"Pyroglutamic_acid,_TMS_derivative"	1.258552922	0.577151781	t8
Lmel	"L-Aspartic_acid,_3TMS_derivative"	1.158527881	0.31753328	t8
Lmel	"L-Methionine,_2TMS_derivative"	0.69729945	0.185169622	t8
Lmel	"L-5-Oxoproline,_,_2TMS_derivative"	1.345731081	0.297261479	t8
Lmel	"4-Pyrimidinamine,_N-(trimethylsilyl)-2-[(trimethylsilyl)oxy]-"	3.471441636	0.362589124	t8
Lmel	"4-Aminobutanoic_acid,_3TMS_derivative"	1.412911241	0.334736459	t8
Lmel	"L-Hydroxyproline,_(E)-,_3TMS_derivative_2"	2.189806341	0.839904331	t8
Lmel	"DL-Phenylalanine,_TMS_derivative"	2.046390009	0.530670332	t8
Lmel	"2,3,4-Trihydroxybutyric_acid_tetrakis(trimethylsilyl)_deriv.,_(,_(R*,R*)-)_2"	1.279036001	0.203088499	t8
Lmel	"Pentanedioic_acid_3,_2-[(trimethylsilyl)oxy]-,_bis(trimethylsilyl)_ester"	2.01728292	0.223696264	t8
Lmel	"2-Aminoadipic_acid,_3TMS_derivative"	1.975056356	0.676153905	t8
Lmel	"3-Phenyllactic_acid,_2TMS_derivative"	4.934951118	0.316555924	t8
Lmel	"2-Aminooctanoic_acid,_2TMS_derivative"	2.663695991	0.774242667	t8
Lmel	"L-Glutamic_acid,_3TMS_derivative"	1.076547686	0.300962464	t8
Lmel	"L-Phenylalanine,_2TMS_derivative"	0.835770514	0.166659953	t8
Lmel	"2-Aminoheptanedioic_acid,_3TMS_derivative"	1.838978711	0.665899115	t8
Lmel	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_1"	1.823063308	0.297790598	t8
Lmel	Unknown_15_17	-0.170962265	0.836287335	t8
Lmel	"Asparagine,_3TMS_derivative"	1.736713296	0.703188435	t8
Lmel	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_2"	4.88187737	0.655733371	t8
Lmel	"Xylitol,_5TMS_derivative"	1.298819718	0.239215565	t8
Lmel	"Putrescine,_4TMS_derivative"	1.575475079	0.332616245	t8
Lmel	"5(10H)-Pyrido[3,4-b]quinolone,_7-methoxy-"	1.6570684	0.317231988	t8
Lmel	"Phosphoric_acid,_bis(trimethylsilyl)_2,3-bis[(trimethylsilyl)oxy]propyl_ester"	2.495256177	0.458491869	t8
Lmel	"Myo-Inositol,_6TMS_derivative_isomer_1"	1.203521644	0.260273454	t8
Lmel	"Terephthalic_acid,_2TMS_derivative"	-1.101060816	0.351579168	t8
Lmel	"D-Pinitol,_pentakis(trimethylsilyl)_ether"	1.142376339	0.233085634	t8
Lmel	"9H-Purin-6-ol,_2TMS_derivative"	2.110324684	0.362641468	t8
Lmel	"L-Ornithine,_4TMS_derivative"	1.733216444	0.516654828	t8
Lmel	"Citric_acid,_4TMS_derivative"	1.402379351	0.276615919	t8
Lmel	Unknown_19_62	1.654852917	0.30074702	t8
Lmel	"D-Fructose,_1,3,4,5,6-pentakis-O-(trimethylsilyl)-,_O-methyloxime_-_isomer_2"	0.885625965	0.222947022	t8
Lmel	"Adenine,_2TMS_derivative"	3.012183055	0.336580411	t8
Lmel	"D-(-)-Fructose,_pentakis(trimethylsilyl)_ether,_methyloxime_(syn)"	0.923393354	0.192796775	t8
Lmel	"d-Mannose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	1.191441076	0.373319046	t8
Lmel	"D-(+)-Gluconolactone,_4TMS_derivative"	0.994360809	0.202463609	t8
Lmel	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)_13C"	1.369353936	0.160502519	t8
Lmel	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	1.120887754	0.17627299	t8
Lmel	"4-Hydroxyphenyllactic_acid,_3TMS_derivative"	4.775930713	0.991832416	t8
Lmel	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1E)-_13C"	1.493925543	0.164894199	t8
Lmel	"D-Allose,_pentakis(trimethylsilyl)_ether,_methyloxime_(anti)"	1.256098843	0.189251964	t8
Lmel	"Cadaverine,_4TMS_derivative"	1.833298334	0.856764069	t8
Lmel	"L-Lysine,_4TMS_derivative"	1.926497205	0.537579142	t8
Lmel	"D-Glucitol,_6TMS_derivative"	1.287778114	0.195400164	t8
Lmel	"L-Tyrosine,_3TMS_derivative"	1.308151108	0.252608065	t8
Lmel	"1,2,3,4,5,6-Hexa-O-trimethelsilyl-myo-inositol"	1.24480457	0.194287316	t8
Lmel	"D-Gluconic_acid,_6TMS_derivative"	1.360990106	0.222080931	t8
Lmel	"Muco-Inositol,_6TMS_derivative"	1.379479638	0.222839182	t8
Lmel	Unknown_22_95	1.951591897	0.329326132	t8
Lmel	"Glucose,_5TMS_derivative_13C"	1.663299521	0.397889486	t8
Lmel	"Glucose,_5TMS_derivative"	1.498483202	0.415129683	t8
Lmel	"Palmitic_Acid,_TMS_derivative"	1.199505605	0.123067138	t8
Lmel	"Myo-Inositol,_6TMS_derivative_isomer_2"	1.299899592	0.213907637	t8
Lmel	"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine"	2.977925476	0.266761515	t8
Lmel	"Indole-3-lactic_acid,_3TMS_derivative"	4.668870633	1.307406029	t8
Lmel	"L-Tryptophan,_3TMS_derivative"	1.266055003	0.262646795	t8
Lmel	"Oleic_Acid,_(Z)-,_TMS_derivative"	1.460644796	0.186439316	t8
Lmel	Sugar_phosphate_26_68	2.240978474	0.712702985	t8
Lmel	"Stearic_acid,_TMS_derivative"	1.209065313	0.084967739	t8
Lmel	"Tranexamic_acid,_3TMS_derivative"	1.974887746	0.388839515	t8
Lmel	"6-(2-Aminophenyl)-1,2,4-triazine-3,5(2H,4H)-dione_tetratms"	2.392119458	0.295691804	t8
Lmel	"Xanthine,_3TMS_derivative"	1.946613862	0.349327864	t8
Lmel	"D-Glycero-D-gulo-Heptose,_2,3,4,5,6,7-hexakis-O-(trimethylsilyl)-,_O-methyloxime_2"	2.243702928	1.253823388	t8
Lmel	"Uridine,_3TMS_derivative"	2.572441443	0.295474683	t8
Lmel	"Inosine,_4TMS_derivative"	1.746767355	0.341144535	t8
Lmel	"Sucrose,_8TMS_derivative"	1.481654306	0.212195885	t8
Lmel	"Adenosine,_4TMS_derivative"	1.184481685	0.375526005	t8
Lmel	Unknown_30_30	1.59372917	0.374261922	t8
Lmel	"Maltose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.918302351	2.129882643	t8
Lmel	"Lactose,_8TMS_derivative"	1.306819165	0.147164382	t8
Lmel	"D-(+)-Turanose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_2)"	1.25729053	0.413028006	t8
Lmel	"Guanosine,_5TMS_derivative"	2.195517687	0.34358042	t8
Lmel	"2-.alpha.-Mannobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	1.470281098	0.286131611	t8
Lmel	".beta.-Gentiobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	1.936182094	0.316809923	t8
Lmel	"D-(+)-Cellobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	3.617233341	3.563150819	t8
Lmel	"Lactic_Acid,_2TMS_derivative"	3.529862769	0.311069253	t16
Lmel	"L-Alanine,_2TMS_derivative"	0.124028379	0.46874455	t16
Lmel	1-(Trimethylsilyl)-3-[(trimethylsilyl)oxy]urea	0.059041232	0.253477607	t16
Lmel	"3-Methyl-2-butenoic_acid,_morpholide"	-0.067447883	0.814463931	t16
Lmel	"Silanol,_trimethyl-,_carbonate_(2:1)"	-0.440825509	0.395831491	t16
Lmel	"Pentasiloxane,_dodecamethyl-"	-0.37602836	0.395681142	t16
Lmel	"1,4-Butanediol,_2TMS_derivative"	-0.033801345	0.189372547	t16
Lmel	Creatinine	0.124179411	1.370730023	t16
Lmel	"Ethanol,_2-(methylamino)-,_N-trifluoroacetyl,_O-(tert-butyldimethylsilyl)"	-0.00682864	0.118262938	t16
Lmel	"L-Valine,_2TMS_derivative"	-0.01329484	0.343375998	t16
Lmel	"Ethylphosphonic_acid,_2TMS_derivative"	4.486802205	0.418359209	t16
Lmel	"Pentanoic_acid,_3-methyl-2-[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	4.367614937	0.440536221	t16
Lmel	"Benzoic_Acid,_TMS_derivative"	-0.043154614	0.300126387	t16
Lmel	"L-Isoleucine,_2TMS_derivative"	-0.169119573	0.423242056	t16
Lmel	"L-Proline,_2TMS_derivative"	0.008080827	0.447630202	t16
Lmel	"Glycine,_3TMS_derivative"	0.369751361	0.531157382	t16
Lmel	"Butanedioic_acid,_2TMS_derivative"	-0.741521493	1.456202645	t16
Lmel	"L-Leucine,_2TMS_derivative"	-0.161534554	0.3339562	t16
Lmel	"Glyceric_acid,_3TMS_derivative"	0.140832739	0.303899922	t16
Lmel	"Uracil,_2TMS_derivative"	0.180448646	0.461320405	t16
Lmel	"Serine,_3TMS_derivative"	-0.310985698	0.496085055	t16
Lmel	"8,10-Dioxaheptadecane"	-0.064640951	0.194628409	t16
Lmel	Unknown_7_02	0.244806007	1.491795172	t16
Lmel	"Pipecolic_acid,_2TMS_derivative"	-0.061594045	0.464572268	t16
Lmel	"L-Threonine,_3TMS_derivative"	0.034650543	0.441841458	t16
Lmel	"3-Methylpiperazine-2,5-dione,_(R)-,_2TMS_derivative"	0.08032897	0.433167982	t16
Lmel	"Pyrimidine,_5-methyl-2,4-bis[(trimethylsilyl)oxy]-"	1.415962439	0.579393692	t16
Lmel	"Butanoic_acid,_2,4-bis[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	0.021475093	0.436214655	t16
Lmel	".beta.-Alanine,_3TMS_derivative"	-0.074889444	0.503121685	t16
Lmel	"3-Amino-2-piperidone,_2TMS_derivative"	0.047940604	0.645230367	t16
Lmel	Unknown_9_81	0.361788701	1.199231244	t16
Lmel	"Malic_acid,_3TMS_derivative"	-1.103277811	0.562249583	t16
Lmel	"Erythritol_2,_4TMS_derivative"	-0.173550916	0.342843964	t16
Lmel	"Tromethamine,_4TMS_derivative"	0.034591232	0.276857408	t16
Lmel	"Pyroglutamic_acid,_TMS_derivative"	0.075330619	0.869783541	t16
Lmel	"L-Aspartic_acid,_3TMS_derivative"	-0.196650184	0.52775645	t16
Lmel	"L-Methionine,_2TMS_derivative"	-0.25086556	0.439686882	t16
Lmel	"L-5-Oxoproline,_,_2TMS_derivative"	0.145224794	0.51002787	t16
Lmel	"4-Pyrimidinamine,_N-(trimethylsilyl)-2-[(trimethylsilyl)oxy]-"	4.283189496	0.461131438	t16
Lmel	"4-Aminobutanoic_acid,_3TMS_derivative"	0.143956365	0.536471268	t16
Lmel	"L-Hydroxyproline,_(E)-,_3TMS_derivative_2"	-0.154953733	1.291425036	t16
Lmel	"DL-Phenylalanine,_TMS_derivative"	-0.456916419	0.575952815	t16
Lmel	"2,3,4-Trihydroxybutyric_acid_tetrakis(trimethylsilyl)_deriv.,_(,_(R*,R*)-)_2"	-0.158420491	0.356487002	t16
Lmel	"Pentanedioic_acid_3,_2-[(trimethylsilyl)oxy]-,_bis(trimethylsilyl)_ester"	1.15117491	0.489761187	t16
Lmel	"2-Aminoadipic_acid,_3TMS_derivative"	-0.103504108	1.170360218	t16
Lmel	"3-Phenyllactic_acid,_2TMS_derivative"	5.840346477	0.52189905	t16
Lmel	"2-Aminooctanoic_acid,_2TMS_derivative"	0.485339999	1.443680099	t16
Lmel	"L-Glutamic_acid,_3TMS_derivative"	-0.006260062	0.429451464	t16
Lmel	"L-Phenylalanine,_2TMS_derivative"	-0.269736355	0.34029505	t16
Lmel	"2-Aminoheptanedioic_acid,_3TMS_derivative"	-0.118422927	1.131759215	t16
Lmel	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_1"	0.129188968	0.546943825	t16
Lmel	Unknown_15_17	0.140740291	0.444512423	t16
Lmel	"Asparagine,_3TMS_derivative"	-0.449183772	0.850479703	t16
Lmel	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_2"	3.151259534	1.199563216	t16
Lmel	"Xylitol,_5TMS_derivative"	-0.165671027	0.51302471	t16
Lmel	"Putrescine,_4TMS_derivative"	-0.25636941	0.429660972	t16
Lmel	"5(10H)-Pyrido[3,4-b]quinolone,_7-methoxy-"	0.081828159	0.657701027	t16
Lmel	"Phosphoric_acid,_bis(trimethylsilyl)_2,3-bis[(trimethylsilyl)oxy]propyl_ester"	0.337394528	0.76826163	t16
Lmel	"Myo-Inositol,_6TMS_derivative_isomer_1"	-0.225726934	0.482589624	t16
Lmel	"Terephthalic_acid,_2TMS_derivative"	-0.134546056	0.402490407	t16
Lmel	"D-Pinitol,_pentakis(trimethylsilyl)_ether"	-0.241710599	0.473840822	t16
Lmel	"9H-Purin-6-ol,_2TMS_derivative"	1.754280528	0.620246083	t16
Lmel	"L-Ornithine,_4TMS_derivative"	0.088900505	0.723003759	t16
Lmel	"Citric_acid,_4TMS_derivative"	-1.861111521	0.620894547	t16
Lmel	Unknown_19_62	0.057266302	0.622594709	t16
Lmel	"D-Fructose,_1,3,4,5,6-pentakis-O-(trimethylsilyl)-,_O-methyloxime_-_isomer_2"	-3.932565899	0.922645935	t16
Lmel	"Adenine,_2TMS_derivative"	1.948635954	0.599369965	t16
Lmel	"D-(-)-Fructose,_pentakis(trimethylsilyl)_ether,_methyloxime_(syn)"	-3.972479385	0.876547296	t16
Lmel	"d-Mannose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	-0.688458694	0.587582437	t16
Lmel	"D-(+)-Gluconolactone,_4TMS_derivative"	-0.333815632	0.392116022	t16
Lmel	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)_13C"	0.090168888	0.382100478	t16
